County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
King,Kirkland,WA,98034,2023,VOLVO,XC90,0,1,32,0,1,228589693,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022300
King,Auburn,WA,98092,2014,NISSAN,LEAF,1,1,84,0,47,266406178,-122.1550193 47.2884536,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029602
King,Bellevue,WA,98006,2018,TESLA,MODEL 3,1,1,215,0,41,192541128,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024704
King,Seattle,WA,98103,2024,HYUNDAI,TUCSON,0,1,33,0,43,262389613,-122.3499053 47.673887,CITY OF SEATTLEWACITY OF TACOMAWA,53033005402
King,Seattle,WA,98146,2014,FORD,C-MAX,0,2,19,0,34,139016545,-122.3551826 47.5000521,CITY OF SEATTLEWACITY OF TACOMAWA,53033012000
King,Kirkland,WA,98034,2023,TESLA,MODEL X,1,3,0,0,45,236476698,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021904
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,1,3,0,0,48,227196805,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
King,Shoreline,WA,98155,2019,NISSAN,LEAF,1,1,150,0,32,113396664,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021400
King,Seattle,WA,98144,2020,AUDI,Q5 E,0,2,20,0,37,100471339,-122.3016563 47.5858977,CITY OF SEATTLEWACITY OF TACOMAWA,53033009500
King,Kirkland,WA,98034,2021,TESLA,MODEL 3,1,3,0,0,1,267216610,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022201
King,Beaux Arts,WA,98004,2021,TESLA,MODEL Y,1,3,0,0,41,166511229,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
Island,Oak Harbor,WA,98277,2021,VOLKSWAGEN,ID.4,1,3,0,0,10,161612216,-122.6447164 48.3015146,PUGET SOUND ENERGY INC,53029971000
King,Seattle,WA,98178,2017,CHEVROLET,VOLT,0,1,53,0,37,215768542,-122.2453 47.499708,CITY OF SEATTLEWACITY OF TACOMAWA,53033011902
King,Medina,WA,98039,2024,KIA,EV9,1,3,0,0,48,270902726,-122.2363532 47.621118,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024200
King,Kirkland,WA,98033,2016,NISSAN,LEAF,1,1,84,0,48,132303909,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022603
King,Auburn,WA,98001,2023,TESLA,MODEL 3,1,3,0,0,47,261416795,-122.2651204 47.3164638,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029902
King,Seattle,WA,98117,2024,MAZDA,CX-90,0,2,26,0,36,268688535,-122.377938 47.690166,CITY OF SEATTLEWACITY OF TACOMAWA,53033003000
King,Sammamish,WA,98074,2024,TESLA,MODEL Y,1,3,0,0,45,267060482,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032225
Clark,Brush Prairie,WA,98606,2024,TESLA,MODEL X,1,3,0,0,17,270786414,-122.4767202 45.7381698,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040715
King,Redmond,WA,98052,2018,AUDI,A3,0,2,16,0,48,258490347,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022902
Jefferson,Brinnon,WA,98320,2015,CHEVROLET,VOLT,0,1,38,0,24,475182025,-122.9205575 47.6737816,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF MASON COUNTY|PUD NO 1 OF JEFFERSON COUNTY,53031950702
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,1,3,0,0,48,249957298,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
King,Kirkland,WA,98034,2018,TESLA,MODEL 3,1,1,215,0,45,469671072,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022006
King,Seattle,WA,98177,2018,BMW,X5,0,2,13,0,32,349224382,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033000402
King,Bellevue,WA,98004,2022,TESLA,MODEL S,1,3,0,0,48,203300065,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
Kitsap,Kingston,WA,98346,2023,TESLA,MODEL 3,1,3,0,0,23,256135722,-122.4977 47.79802,PUGET SOUND ENERGY INC,53035090102
King,Kirkland,WA,98034,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,1,3,0,0,45,264906841,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Auburn,WA,98092,2024,TESLA,MODEL Y,1,3,0,0,47,264711863,-122.1550193 47.2884536,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031207
Snohomish,Lake Stevens,WA,98258,2023,TESLA,MODEL Y,1,3,0,0,44,238575816,-122.0816912 48.0122934,PUGET SOUND ENERGY INC,53061052707
King,Burien,WA,98146,2017,AUDI,A3,0,2,16,0,34,156488076,-122.3551826 47.5000521,CITY OF SEATTLEWACITY OF TACOMAWA,53033026700
King,Seattle,WA,98177,2023,NISSAN,LEAF,1,3,0,0,32,239004202,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033000500
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,0,2,25,0,11,244225187,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kent,WA,98032,2024,TESLA,MODEL Y,1,3,0,0,33,267677007,-122.2612577 47.3821912,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029203
King,Seattle,WA,98109,2024,TESLA,MODEL Y,1,3,0,0,43,262808227,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033007301
King,Bellevue,WA,98008,2018,TESLA,MODEL S,1,1,249,0,48,210057130,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023000
King,Redmond,WA,98052,2020,TESLA,MODEL 3,1,1,322,0,48,103319422,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022803
King,Seattle,WA,98103,2022,TOYOTA,RAV4 PRIME,0,1,42,0,43,195159814,-122.3499053 47.673887,CITY OF SEATTLEWACITY OF TACOMAWA,53033004800
Clark,Vancouver,WA,98683,2024,TOYOTA,RAV4 PRIME,0,1,42,0,17,273601212,-122.515805 45.604689,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041323
Kitsap,Port Orchard,WA,98367,2021,TOYOTA,RAV4 PRIME,0,1,42,0,26,170362265,-122.6530052 47.4739066,PUGET SOUND ENERGY INC,53035092101
King,Bellevue,WA,98004,2019,SUBARU,CROSSTREK,0,2,17,34995,41,230802106,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023807
Thurston,Olympia,WA,98513,2019,TESLA,MODEL 3,1,1,220,0,2,233786430,-122.7654699 46.9970624,PUGET SOUND ENERGY INC,53067012332
King,Tukwila,WA,98168,2024,HYUNDAI,IONIQ 5,1,3,0,0,11,264797039,-122.297205 47.486649,CITY OF SEATTLEWACITY OF TACOMAWA,53033027300
Clark,Vancouver,WA,98664,2019,FORD,FUSION,0,2,26,0,49,256188362,-122.575383 45.620105,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041208
Kitsap,Bremerton,WA,98337,2017,TESLA,MODEL S,1,1,210,0,26,260175702,-122.632139 47.569172,PUGET SOUND ENERGY INC,53035080600
Clark,Vancouver,WA,98685,2013,NISSAN,LEAF,1,1,75,0,18,210484767,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040907
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,237842643,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Seattle,WA,98125,2018,CHRYSLER,PACIFICA,0,1,33,0,46,325283535,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000800
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,0,1,32,0,11,237694103,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Seattle,WA,98112,2018,TESLA,MODEL 3,1,1,215,0,43,104645670,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033007600
Clark,Brush Prairie,WA,98606,2018,TESLA,MODEL 3,1,1,215,0,18,247827968,-122.4767202 45.7381698,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040603
King,Bothell,WA,98011,2023,VOLVO,XC90,0,1,32,0,1,244884517,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022001
Snohomish,Lynnwood,WA,98087,2014,BMW,I3,0,1,72,0,21,220176022,-122.27336 47.861417,PUGET SOUND ENERGY INC,53061051804
King,Seatac,WA,98148,2023,SUBARU,SOLTERRA,1,3,0,0,33,252280248,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,1,1,215,0,41,475858757,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Seattle,WA,98116,2023,TESLA,MODEL S,1,3,0,0,34,230353980,-122.395519 47.572137,CITY OF SEATTLEWACITY OF TACOMAWA,53033009600
King,Mercer Island,WA,98040,2018,TESLA,MODEL X,1,1,238,0,41,475403722,-122.2283088 47.5737238,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024400
King,Redmond,WA,98052,2018,KIA,NIRO,0,2,26,0,45,195678801,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032324
King,Redmond,WA,98052,2014,NISSAN,LEAF,1,1,84,0,48,230751797,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022802
King,Seattle,WA,98125,2021,CHEVROLET,BOLT EV,1,3,0,0,46,261189533,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000800
King,Kent,WA,98042,2024,TESLA,MODEL Y,1,3,0,0,47,265097710,-122.1145138 47.3581107,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031704
Clark,Battle Ground,WA,98604,2020,CHEVROLET,BOLT EV,1,1,259,0,18,264623439,-122.5256203 45.7875036,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040415
King,Seattle,WA,98102,2023,TESLA,MODEL Y,1,3,0,0,43,257430288,-122.3212726 47.6296532,CITY OF SEATTLEWACITY OF TACOMAWA,53033006500
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,229500547,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,1,3,0,0,11,251113999,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Maple Valley,WA,98038,2015,FORD,C-MAX,0,2,19,0,5,273320400,-122.0310296 47.3861675,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032010
King,Seattle,WA,98178,2018,TESLA,MODEL 3,1,1,215,0,37,267255215,-122.2453 47.499708,CITY OF SEATTLEWACITY OF TACOMAWA,53033011901
King,Seattle,WA,98177,2024,NISSAN,LEAF,1,3,0,0,36,257017484,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033001400
King,Seattle,WA,98122,2020,KIA,NIRO,1,1,239,0,37,157778120,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007800
King,Redmond,WA,98052,2016,NISSAN,LEAF,1,1,84,0,45,254675823,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032323
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,238527845,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,1,3,0,0,11,251780441,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kirkland,WA,98034,2022,TOYOTA,RAV4 PRIME,0,1,42,0,45,218969502,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Bothell,WA,98011,2023,TESLA,MODEL Y,1,3,0,0,1,228075928,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021905
King,Redmond,WA,98052,2022,NISSAN,LEAF,1,3,0,0,48,176548494,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022605
King,Seattle,WA,98103,2021,TOYOTA,RAV4 PRIME,0,1,42,0,46,187152066,-122.3499053 47.673887,CITY OF SEATTLEWACITY OF TACOMAWA,53033002700
King,Seatac,WA,98148,2022,TESLA,MODEL 3,1,3,0,0,33,220487998,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
King,North Bend,WA,98045,2023,TESLA,MODEL Y,1,3,0,0,5,256267875,-121.7705205 47.4816922,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032704
King,Snoqualmie,WA,98065,2023,TESLA,MODEL Y,1,3,0,0,5,258498740,-121.8472211 47.5204834,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032605
Clark,Camas,WA,98607,2022,KIA,EV6,1,3,0,0,18,196769793,-122.4220033 45.6092439,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041400
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,1,3,0,0,41,224259080,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024901
King,Kent,WA,98031,2024,TESLA,MODEL 3,1,3,0,0,11,267212102,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029306
Snohomish,Snohomish,WA,98290,2022,TESLA,MODEL Y,1,3,0,0,39,224519410,-122.0483457 47.9435765,PUGET SOUND ENERGY INC,53061052206
King,Kent,WA,98042,2024,KIA,EV9,1,3,0,0,47,265335220,-122.1145138 47.3581107,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031800
Jefferson,Port Ludlow,WA,98365,2023,TESLA,MODEL Y,1,3,0,0,24,259285561,-122.6906277 47.909901,BONNEVILLE POWER ADMINISTRATIONPUGET SOUND ENERGY INCPUD NO 1 OF JEFFERSON COUNTY,53031950301
King,Seattle,WA,98133,2023,FORD,MUSTANG MACH-E,1,3,0,0,32,264529030,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000402
Cowlitz,Longview,WA,98632,2017,BMW,X5,0,2,14,0,19,141943490,-122.973463 46.15445,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF COWLITZ COUNTY,53015000400
King,Seattle,WA,98133,2016,KIA,SOUL,1,1,93,31950,32,153963589,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033001400
Clark,Vancouver,WA,98685,2017,FIAT,500,1,1,84,0,49,101770140,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040904
King,Redmond,WA,98052,2022,TESLA,MODEL X,1,3,0,0,45,215142294,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032321
King,Bothell,WA,98011,2022,TESLA,MODEL X,1,3,0,0,1,217935903,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022102
King,Seattle,WA,98112,2020,TESLA,MODEL Y,1,1,291,0,43,110868908,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006400
King,Kirkland,WA,98034,2023,TESLA,MODEL S,1,3,0,0,45,244567725,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021904
King,Seattle,WA,98109,2023,TESLA,MODEL Y,1,3,0,0,36,259991609,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033006701
King,Kirkland,WA,98033,2021,TESLA,MODEL Y,1,3,0,0,48,172281616,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022702
King,Kirkland,WA,98034,2022,CHEVROLET,BOLT EUV,1,3,0,0,1,220640367,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022203
King,Seattle,WA,98177,2021,HYUNDAI,KONA ELECTRIC,1,3,0,0,36,167337138,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033001400
King,Bellevue,WA,98006,2017,TESLA,MODEL S,1,1,210,0,41,349910802,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024901
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,0,1,32,0,11,237900463,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Sammamish,WA,98074,2023,TESLA,MODEL Y,1,3,0,0,45,239588037,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032316
King,Seattle,WA,98177,2023,HYUNDAI,KONA ELECTRIC,1,3,0,0,32,253277482,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033000500
King,Kirkland,WA,98034,2021,TESLA,MODEL 3,1,3,0,0,1,137398264,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022300
King,Bellevue,WA,98004,2023,TESLA,MODEL 3,1,3,0,0,41,233459572,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023801
King,Shoreline,WA,98177,2019,AUDI,E-TRON,1,1,204,0,32,100651211,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033020200
King,Beaux Arts,WA,98004,2023,HYUNDAI,IONIQ 6,1,3,0,0,41,256123626,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Seattle,WA,98133,2023,MERCEDES-BENZ,EQB-CLASS,1,3,0,0,46,257807448,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000602
King,Seattle,WA,98107,2025,RIVIAN,R1S,1,3,0,0,43,272047996,-122.38591 47.67597,CITY OF SEATTLEWACITY OF TACOMAWA,53033004800
King,Woodinville,WA,98072,2023,FORD,MUSTANG MACH-E,1,3,0,0,45,240481398,-122.1368031 47.7621254,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021906
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,237984750,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Renton,WA,98056,2022,TESLA,MODEL Y,1,3,0,0,41,194524032,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025304
King,Bellevue,WA,98008,2021,FORD,MUSTANG MACH-E,1,3,0,0,48,182897480,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023300
Clark,Vancouver,WA,98685,2023,TOYOTA,PRIUS PRIME,0,1,39,0,18,253299770,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040908
King,Bellevue,WA,98004,2018,TESLA,MODEL S,1,1,249,0,41,125926832,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Bellevue,WA,98006,2012,NISSAN,LEAF,1,1,73,0,41,193467074,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024901
King,Renton,WA,98055,2017,TESLA,MODEL X,1,1,200,0,33,255203189,-122.2003346 47.4487206,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029309
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,240869261,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
Clark,Vancouver,WA,98684,2022,VOLKSWAGEN,ID.4,1,3,0,0,17,262467320,-122.5241377 45.6278995,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041320
King,Bellevue,WA,98006,2023,TESLA,MODEL 3,1,3,0,0,41,228331876,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024901
King,Kent,WA,98030,2020,TOYOTA,PRIUS PRIME,0,2,25,0,47,244378018,-122.1994204 47.3741045,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029603
Clark,Vancouver,WA,98664,2023,TESLA,MODEL 3,1,3,0,0,49,233644127,-122.575383 45.620105,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041206
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,1,3,0,0,45,260394592,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,1,3,0,0,11,251192329,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Seattle,WA,98125,2023,VOLVO,XC40,1,3,0,0,46,236425430,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000700
King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EUV,1,3,0,0,11,228777895,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Bellevue,WA,98006,2024,TESLA,MODEL Y,1,3,0,0,41,264994481,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024901
King,Kent,WA,98031,2016,FORD,C-MAX,0,2,19,0,11,152161509,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029306
King,Redmond,WA,98052,2022,TESLA,MODEL Y,1,3,0,0,45,200516893,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032324
Yakima,Sunnyside,WA,98944,2024,CHEVROLET,BLAZER EV,1,3,0,0,15,270362060,-120.0061707 46.3264238,BONNEVILLE POWER ADMINISTRATIONPACIFICORPBENTON RURAL ELECTRIC ASSN,53077002005
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,1,3,0,0,45,220786457,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Seattle,WA,98178,2023,TESLA,MODEL 3,1,3,0,0,37,225988689,-122.2453 47.499708,CITY OF SEATTLEWACITY OF TACOMAWA,53033011902
King,Seattle,WA,98133,2016,FORD,C-MAX,0,2,19,0,32,173048809,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000403
Clark,Brush Prairie,WA,98606,2023,JEEP,WRANGLER,0,2,21,0,18,241523222,-122.4767202 45.7381698,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040511
Kitsap,Poulsbo,WA,98370,2022,TESLA,MODEL Y,1,3,0,0,23,207827532,-122.6368884 47.7469547,PUGET SOUND ENERGY INC,53035091100
King,Bothell,WA,98011,2023,TESLA,MODEL Y,1,3,0,0,1,256223978,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021804
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,1,3,0,0,48,251143406,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023806
King,Sammamish,WA,98074,2018,TESLA,MODEL 3,1,1,215,0,45,476109686,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032318
King,Sammamish,WA,98074,2023,MERCEDES-BENZ,EQB-CLASS,1,3,0,0,45,257582818,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032216
Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,1,1,322,0,23,180703806,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Newcastle,WA,98056,2022,TESLA,MODEL Y,1,3,0,0,41,187070152,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024704
Clark,Vancouver,WA,98682,2021,CHEVROLET,BOLT EV,1,3,0,0,17,154254117,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041331
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,1,1,215,0,48,474734501,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
King,Seattle,WA,98144,2024,BMW,I5,1,3,0,0,37,262316407,-122.3016563 47.5858977,CITY OF SEATTLEWACITY OF TACOMAWA,53033008900
Clark,Vancouver,WA,98664,2023,TESLA,MODEL Y,1,3,0,0,49,244887989,-122.575383 45.620105,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041208
King,Seattle,WA,98134,2022,FORD,TRANSIT,1,3,0,0,11,208303567,-122.3290729 47.5773571,CITY OF SEATTLEWACITY OF TACOMAWA,53033009300
King,Seatac,WA,98148,2023,CHRYSLER,PACIFICA,0,1,32,0,33,241324254,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
Kitsap,Bainbridge Island,WA,98110,2013,NISSAN,LEAF,1,1,75,0,23,166645783,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Sammamish,WA,98074,2023,TESLA,MODEL Y,1,3,0,0,45,257701720,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032216
King,Kirkland,WA,98033,2023,TESLA,MODEL Y,1,3,0,0,48,260184284,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022604
King,Kirkland,WA,98034,2024,TESLA,MODEL Y,1,3,0,0,45,269838593,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Kirkland,WA,98034,2019,TESLA,MODEL 3,1,1,220,0,45,476900308,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Bellevue,WA,98008,2016,TESLA,MODEL S,1,1,210,0,48,196395216,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023100
King,Bellevue,WA,98004,2022,FORD,MUSTANG MACH-E,1,3,0,0,48,215050552,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
King,Bothell,WA,98011,2017,TESLA,MODEL X,1,1,200,0,1,187210922,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021804
King,Bellevue,WA,98006,2023,TESLA,MODEL 3,1,3,0,0,41,244683239,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024904
King,Bellevue,WA,98004,2019,KIA,NIRO,0,2,26,0,41,185043365,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023808
King,Renton,WA,98059,2023,TESLA,MODEL 3,1,3,0,0,5,260728975,-122.134502 47.492627,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031913
